Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Brendan Paul,qharris@example.net,Portrait,2024-10-20,2024-10,225.68,Canada,Cash,Google Search,Returning Customer,Tuesday,18:30
William Ball,russell33@example.net,Wedding,2024-04-29,2024-04,2062.71,Canada,Bank Transfer,Instagram,Occasional Buyer,Saturday,19:00
Tanya Gomez,edwardspencer@example.com,Event,2024-11-14,2024-11,797.14,Canada,Credit Card,Referral,Occasional Buyer,Sunday,15:00
Vincent Reyes,bestchristopher@example.net,Wedding,2025-01-12,2025-01,2499.33,United States,PayPal,Google Search,New Customer,Saturday,11:00
Rhonda Martinez,meganwalker@example.com,Wedding,2024-11-18,2024-11,1597.44,United States,Credit Card,Google Search,Business Client,Saturday,14:00
Tabitha Ramirez,allenkyle@example.net,Event,2024-11-17,2024-11,607.02,Canada,Bank Transfer,Email Campaign,New Customer,Thursday,12:00
Jill Hall,ortizsean@example.org,Wedding,2025-02-17,2025-02,2556.22,United States,Credit Card,Email Campaign,Occasional Buyer,Saturday,11:00
Lucas James,jamie76@example.net,Wedding,2025-01-03,2025-01,2687.39,United States,Cash,Facebook,Returning Customer,Saturday,11:00
Jordan Hughes,xobrien@example.org,Wedding,2024-08-11,2024-08,2726.33,United States,Cash,Facebook,Business Client,Friday,19:00
Melissa Gray,uclark@example.com,Portrait,2024-12-21,2024-12,365.22,United States,Credit Card,Instagram,Occasional Buyer,Thursday,13:00
Earl Hall,ryu@example.net,Wedding,2024-09-03,2024-09,2817.26,United States,Credit Card,Instagram,New Customer,Saturday,14:00
Jodi Mcbride,xarmstrong@example.com,Wedding,2024-07-06,2024-07,2987.97,Canada,Apple Pay,Email Campaign,New Customer,Saturday,17:00
Jeremy Coleman,oscott@example.com,Portrait,2024-04-15,2024-04,356.12,Canada,Bank Transfer,Instagram,New Customer,Tuesday,10:00
Karen Jackson DVM,meghanwerner@example.com,Wedding,2024-08-20,2024-08,2016.33,United States,Cash,Google Search,Occasional Buyer,Friday,19:00
Michael Moore,wrightalicia@example.com,Event,2024-04-25,2024-04,586.56,United States,Apple Pay,Facebook,Business Client,Saturday,19:00
Scott Ramirez,jeremycollins@example.net,Wedding,2024-09-20,2024-09,2037.17,Canada,Bank Transfer,Referral,New Customer,Friday,17:00
Lisa Armstrong,keithharrison@example.com,Stock Photo License,2024-05-02,2024-05,34.51,United States,Bank Transfer,Referral,New Customer,Friday,11:00
Robert Gonzalez,jonescraig@example.org,Portrait,2025-03-01,2025-03,380.86,Canada,Cash,Instagram,New Customer,Thursday,18:30
Kristen Wood,ericfrederick@example.org,Real Estate,2024-10-20,2024-10,309.8,Canada,Cash,Email Campaign,New Customer,Monday,09:30
Christopher Nelson,masonpatricia@example.com,Portrait,2025-01-21,2025-01,258.6,United States,PayPal,Google Search,New Customer,Tuesday,13:00
Christopher Anderson,audrey47@example.org,Portrait,2024-05-27,2024-05,217.72,Canada,Cash,Instagram,New Customer,Tuesday,10:00
Michelle Martin,jonesnicholas@example.org,Stock Photo License,2024-09-21,2024-09,52.47,Canada,Apple Pay,Email Campaign,New Customer,Tuesday,11:00
Katherine Webster,doneal@example.net,Portrait,2024-07-22,2024-07,362.9,Canada,Credit Card,Google Search,Occasional Buyer,Thursday,10:00
Larry Higgins,hwalton@example.com,Event,2025-03-19,2025-03,847.04,Canada,PayPal,Referral,New Customer,Friday,12:00
Beth Johnson,greenemichael@example.com,Stock Photo License,2024-06-08,2024-06,56.58,Canada,Apple Pay,Referral,Returning Customer,Wednesday,17:00
Janet Evans,edwardsjames@example.org,Portrait,2024-05-20,2024-05,282.41,United States,Bank Transfer,Direct Visit,Occasional Buyer,Wednesday,16:30
Nicole Cole,deborahturner@example.org,Wedding,2024-06-25,2024-06,2170.62,Canada,PayPal,Facebook,Returning Customer,Saturday,14:00
Stephanie King,dowens@example.com,Product,2024-05-30,2024-05,485.71,Canada,Apple Pay,Facebook,Returning Customer,Wednesday,14:00
Jason Williams,pennylivingston@example.com,Product,2025-02-24,2025-02,779.28,United States,PayPal,Referral,Returning Customer,Friday,10:00
Theodore Eaton,smiller@example.com,Product,2024-08-22,2024-08,388.08,United States,Apple Pay,Facebook,New Customer,Monday,12:00
Amanda Jarvis,vjones@example.org,Portrait,2025-02-02,2025-02,300.65,Canada,Cash,Instagram,Business Client,Wednesday,10:00
Alexandra Garcia,brian83@example.net,Wedding,2024-07-30,2024-07,1714.63,Canada,PayPal,Instagram,Returning Customer,Friday,11:00
Jamie Lindsey,ureed@example.com,Wedding,2024-10-15,2024-10,2737.26,Canada,Bank Transfer,Referral,Occasional Buyer,Saturday,14:00
Laurie Stephenson,ghamilton@example.org,Event,2024-08-20,2024-08,782.68,United States,Bank Transfer,Email Campaign,New Customer,Friday,19:00
Nicole Hunter,sarahgray@example.net,Product,2024-12-07,2024-12,514.1,United States,Cash,Referral,Business Client,Friday,12:00
Madison Thomas,christopherreyes@example.com,Product,2024-12-25,2024-12,378.91,Canada,Credit Card,Google Search,Returning Customer,Tuesday,10:00
Adam Anderson,ahudson@example.org,Real Estate,2024-06-27,2024-06,139.35,Canada,Cash,Direct Visit,New Customer,Thursday,09:30
Wanda Clark,martinbenjamin@example.net,Portrait,2024-09-11,2024-09,228.52,Canada,PayPal,Email Campaign,Returning Customer,Wednesday,18:30
John Zavala,qwilson@example.com,Wedding,2024-10-01,2024-10,2379.72,United States,Credit Card,Facebook,Returning Customer,Saturday,11:00
Nicholas Watson,qsosa@example.net,Portrait,2025-01-30,2025-01,228.82,Canada,Bank Transfer,Referral,New Customer,Thursday,10:00
Robin Rivera,alison98@example.net,Event,2024-10-29,2024-10,984.48,United States,Apple Pay,Google Search,Business Client,Saturday,15:00
Stephanie Perez,hamiltonjoseph@example.net,Event,2024-07-19,2024-07,747.01,United States,Credit Card,Direct Visit,New Customer,Thursday,12:00
Wendy Williams,laurie41@example.org,Event,2024-07-27,2024-07,382.67,Canada,Credit Card,Referral,New Customer,Saturday,15:00
Colleen Blanchard,gstein@example.net,Wedding,2024-10-28,2024-10,2100.84,Canada,PayPal,Direct Visit,Business Client,Saturday,19:00
Patrick Barnes,kerry32@example.net,Real Estate,2024-10-23,2024-10,324.25,United States,PayPal,Google Search,Returning Customer,Monday,11:00
Andrea Edwards,grahamlisa@example.org,Portrait,2024-10-01,2024-10,163.12,United States,Credit Card,Instagram,Business Client,Tuesday,18:30
Felicia Wood,joe76@example.net,Product,2024-09-06,2024-09,772.65,Canada,Bank Transfer,Referral,Business Client,Tuesday,14:00
David Sanchez,matthewharper@example.net,Event,2024-06-25,2024-06,317.33,United States,Cash,Direct Visit,New Customer,Saturday,15:00
Bradley Hogan,hernandezroy@example.org,Wedding,2024-08-23,2024-08,1554.01,United States,Bank Transfer,Email Campaign,New Customer,Saturday,19:00
Melissa Hernandez,smithgregory@example.org,Product,2025-03-15,2025-03,505.49,United States,PayPal,Direct Visit,New Customer,Tuesday,12:00
Meghan Hull,elizabeth10@example.org,Event,2024-07-23,2024-07,860.51,Canada,Apple Pay,Referral,New Customer,Saturday,19:00
Andrew Aguilar,mendezlori@example.org,Wedding,2025-02-28,2025-02,2411.43,Canada,Cash,Google Search,Returning Customer,Saturday,17:00
Samantha Henry,brittney98@example.org,Portrait,2025-01-21,2025-01,261.39,United States,PayPal,Google Search,New Customer,Friday,18:30
Austin Obrien,eric81@example.com,Real Estate,2025-02-06,2025-02,471.41,Canada,PayPal,Direct Visit,Business Client,Tuesday,09:30
Amanda Phelps,heatherpatrick@example.com,Portrait,2024-11-15,2024-11,163.59,United States,Apple Pay,Google Search,New Customer,Tuesday,16:30
Matthew Briggs,proman@example.com,Wedding,2025-03-22,2025-03,1771.38,Canada,Bank Transfer,Referral,Occasional Buyer,Saturday,19:00
Joel Warner,millerbriana@example.org,Event,2024-12-07,2024-12,448.73,Canada,PayPal,Google Search,Returning Customer,Sunday,15:00
Mrs. Miranda Campbell MD,beth76@example.com,Product,2024-06-01,2024-06,711.61,United States,Bank Transfer,Google Search,New Customer,Friday,10:00
Terri Arnold,sharon37@example.net,Portrait,2024-05-22,2024-05,292.03,United States,Bank Transfer,Instagram,Returning Customer,Tuesday,10:00
Corey Jones,randalllinda@example.com,Stock Photo License,2024-04-20,2024-04,62.09,Canada,Cash,Email Campaign,New Customer,Wednesday,11:00
Mr. James Fletcher MD,lisamcgee@example.net,Real Estate,2024-06-15,2024-06,549.26,Canada,Cash,Instagram,New Customer,Wednesday,09:30
Thomas Knight,adrianlogan@example.com,Event,2024-09-09,2024-09,1157.18,United States,Credit Card,Google Search,New Customer,Thursday,15:00
Dr. Charles Henson,williamsimpson@example.com,Wedding,2024-09-07,2024-09,2804.69,Canada,Credit Card,Email Campaign,Returning Customer,Saturday,17:00
Jennifer Townsend,jennifer95@example.com,Wedding,2025-03-06,2025-03,2537.7,Canada,Credit Card,Google Search,New Customer,Saturday,19:00
Dr. Jonathan Clark,erin84@example.net,Real Estate,2024-04-09,2024-04,306.21,United States,Credit Card,Facebook,Business Client,Monday,13:30
Leslie House,ryandodson@example.org,Event,2024-08-28,2024-08,482.43,Canada,PayPal,Instagram,Returning Customer,Saturday,12:00
Kimberly Ryan,vwilliams@example.org,Real Estate,2024-09-21,2024-09,597.92,Canada,Apple Pay,Email Campaign,New Customer,Monday,13:30
Rebecca Wells,mhickman@example.net,Wedding,2024-09-04,2024-09,2772.68,United States,Apple Pay,Facebook,New Customer,Saturday,17:00
Kevin Cole,patricia03@example.net,Portrait,2024-07-01,2024-07,190.97,Canada,Bank Transfer,Referral,New Customer,Wednesday,13:00
Derek Schmidt,walkerlorraine@example.org,Portrait,2025-03-05,2025-03,266.87,United States,Cash,Email Campaign,Returning Customer,Wednesday,16:30
Tyler Lang,amanda86@example.org,Portrait,2024-08-31,2024-08,257.93,United States,Bank Transfer,Facebook,Returning Customer,Friday,16:30
Rebecca Bowman,kayla07@example.net,Portrait,2024-10-08,2024-10,284.8,Canada,Apple Pay,Email Campaign,New Customer,Tuesday,10:00
Donna Wilson,saraprice@example.net,Wedding,2024-06-25,2024-06,2449.05,United States,Cash,Google Search,Business Client,Friday,14:00
Christina Cohen,murphyjohn@example.com,Product,2024-08-06,2024-08,794.3,United States,Apple Pay,Google Search,New Customer,Friday,10:00
Paul Scott,emily62@example.com,Portrait,2024-04-15,2024-04,385.57,Canada,Credit Card,Facebook,Business Client,Tuesday,16:30
Brent Huynh,whitney81@example.org,Real Estate,2024-06-21,2024-06,374.23,Canada,PayPal,Direct Visit,New Customer,Thursday,13:30
Sarah Smith,camerontownsend@example.com,Portrait,2025-04-02,2025-04,337.89,Canada,PayPal,Email Campaign,Business Client,Monday,13:00
Jerry Martinez,edixon@example.net,Wedding,2025-03-27,2025-03,1500.89,Canada,PayPal,Google Search,Returning Customer,Friday,11:00
Heather Davis,paullopez@example.com,Wedding,2024-11-18,2024-11,2633.7,United States,PayPal,Google Search,New Customer,Saturday,14:00
Lisa Montes,gayfrancis@example.com,Wedding,2024-12-29,2024-12,1810.63,United States,Bank Transfer,Referral,Occasional Buyer,Friday,11:00
Kimberly Mendoza,anthony66@example.org,Portrait,2024-06-05,2024-06,239.38,Canada,Bank Transfer,Referral,New Customer,Thursday,10:00
Jennifer Jackson,vayala@example.net,Wedding,2025-01-28,2025-01,2428.89,Canada,Credit Card,Referral,New Customer,Sunday,11:00
Cristina Sandoval DVM,dgrant@example.com,Wedding,2024-05-02,2024-05,2550.95,United States,Cash,Email Campaign,Returning Customer,Friday,19:00
Steven Johnson,adamkelly@example.net,Product,2024-08-03,2024-08,769.47,Canada,Credit Card,Referral,Business Client,Thursday,10:00
Jennifer Monroe,michelle12@example.org,Wedding,2025-03-15,2025-03,1878.23,United States,Cash,Referral,Business Client,Saturday,14:00
Audrey Taylor,jspencer@example.net,Wedding,2024-11-11,2024-11,2976.0,Canada,PayPal,Direct Visit,New Customer,Saturday,17:00
Robert Hartman,john86@example.com,Wedding,2025-01-11,2025-01,1692.58,Canada,Credit Card,Direct Visit,New Customer,Friday,11:00
Todd Ortega,heathercabrera@example.org,Wedding,2024-04-22,2024-04,2347.57,Canada,Apple Pay,Google Search,Returning Customer,Friday,11:00
Vicki Hester,charles44@example.com,Portrait,2024-07-19,2024-07,375.57,United States,Bank Transfer,Direct Visit,New Customer,Wednesday,13:00
Mrs. Michelle Kane,coxcody@example.com,Wedding,2024-04-16,2024-04,1732.19,Canada,Cash,Instagram,New Customer,Friday,14:00
Caleb Ray,halljoshua@example.net,Real Estate,2025-01-14,2025-01,503.4,United States,Bank Transfer,Instagram,New Customer,Tuesday,11:00
Angela Marquez,rebecca41@example.com,Product,2025-01-09,2025-01,550.14,Canada,Credit Card,Google Search,New Customer,Thursday,10:00
Thomas Fisher,joseph02@example.org,Wedding,2025-01-08,2025-01,2968.2,Canada,Cash,Facebook,Business Client,Saturday,11:00
April Vance,harrisonmichael@example.net,Portrait,2024-05-12,2024-05,327.1,Canada,Cash,Google Search,New Customer,Wednesday,10:00
Todd Jacobson,christopherjackson@example.net,Portrait,2024-05-17,2024-05,255.56,Canada,Bank Transfer,Referral,New Customer,Monday,10:00
Ashley Burnett,trobinson@example.org,Product,2025-03-10,2025-03,743.97,United States,PayPal,Google Search,Returning Customer,Tuesday,10:00
Sharon Hicks,hsmith@example.com,Event,2024-06-08,2024-06,701.49,Canada,Cash,Google Search,Occasional Buyer,Saturday,19:00
Sarah Vasquez,brianclark@example.net,Event,2024-11-05,2024-11,823.91,United States,PayPal,Instagram,New Customer,Thursday,19:00
Eileen Taylor,sbartlett@example.com,Wedding,2024-08-28,2024-08,2552.21,United States,Credit Card,Direct Visit,Returning Customer,Saturday,11:00
Belinda Fisher,hsmith@example.com,Portrait,2024-07-08,2024-07,152.21,United States,Cash,Instagram,New Customer,Tuesday,16:30
Melissa Ray,coffeyjohn@example.net,Portrait,2024-11-10,2024-11,269.68,Canada,Apple Pay,Email Campaign,Returning Customer,Monday,13:00
Dr. Monique Sutton MD,joshuarodriguez@example.org,Product,2024-04-22,2024-04,242.55,United States,Credit Card,Referral,Returning Customer,Tuesday,14:00
Sandra Smith,petersonsergio@example.org,Stock Photo License,2024-12-02,2024-12,53.31,Canada,Bank Transfer,Instagram,Business Client,Tuesday,17:00
Sheila Nguyen,hgray@example.net,Portrait,2024-12-29,2024-12,338.09,Canada,Credit Card,Instagram,Returning Customer,Monday,16:30
Shannon Thomas,qgomez@example.net,Product,2024-07-17,2024-07,434.47,United States,Cash,Direct Visit,Occasional Buyer,Friday,10:00
Donald Williams Jr.,ymoore@example.org,Portrait,2024-07-05,2024-07,251.63,Canada,Cash,Google Search,New Customer,Tuesday,13:00
Christina Rodriguez,donald42@example.com,Wedding,2025-01-06,2025-01,1599.5,United States,Bank Transfer,Facebook,New Customer,Saturday,14:00
Phillip Brown,pbailey@example.org,Portrait,2025-01-14,2025-01,351.7,Canada,Bank Transfer,Referral,Returning Customer,Wednesday,16:30
Desiree Woods,enelson@example.org,Portrait,2024-09-19,2024-09,367.79,Canada,Bank Transfer,Google Search,Returning Customer,Friday,13:00
Richard Brewer,jrobinson@example.net,Stock Photo License,2024-09-15,2024-09,51.64,United States,Bank Transfer,Email Campaign,New Customer,Friday,17:00
Derek Wood,hannah48@example.com,Wedding,2024-11-28,2024-11,1933.42,Canada,PayPal,Direct Visit,New Customer,Saturday,17:00
Keith Dyer,rachelking@example.org,Stock Photo License,2025-01-06,2025-01,34.59,Canada,Bank Transfer,Facebook,Returning Customer,Wednesday,17:00
Kristi Austin,courtneymadden@example.org,Event,2025-01-10,2025-01,469.52,Canada,PayPal,Email Campaign,Returning Customer,Friday,19:00
Randy Carrillo,abradley@example.com,Event,2024-06-01,2024-06,797.61,United States,Credit Card,Email Campaign,Business Client,Friday,15:00
Eric Duran,heather49@example.org,Wedding,2024-06-17,2024-06,1870.54,United States,Cash,Facebook,New Customer,Saturday,17:00
Toni Cunningham,cody79@example.org,Portrait,2024-11-24,2024-11,217.69,Canada,PayPal,Facebook,Returning Customer,Friday,18:30
Scott Kelly,amandasnyder@example.com,Wedding,2025-02-27,2025-02,2949.77,United States,Credit Card,Instagram,Business Client,Friday,19:00
Billy Cunningham,jessedelacruz@example.org,Wedding,2025-03-24,2025-03,2242.58,Canada,PayPal,Facebook,New Customer,Sunday,17:00
Nancy Garcia,ohiggins@example.net,Portrait,2024-09-25,2024-09,395.42,Canada,Cash,Referral,New Customer,Friday,10:00
Andrew Smith,rmartinez@example.net,Wedding,2024-06-25,2024-06,1684.37,United States,Credit Card,Facebook,New Customer,Friday,11:00
Daniel Peterson,cheryldavis@example.com,Portrait,2024-11-09,2024-11,181.86,United States,Credit Card,Email Campaign,Returning Customer,Monday,18:30
Lori Hodges,alvarezjoshua@example.org,Wedding,2025-01-22,2025-01,2006.41,Canada,Cash,Instagram,New Customer,Saturday,17:00
Abigail Wilkinson,lauraclay@example.org,Event,2024-12-04,2024-12,813.56,Canada,PayPal,Instagram,New Customer,Saturday,19:00
Tammy Ramirez,whorton@example.com,Portrait,2024-05-10,2024-05,340.59,United States,Apple Pay,Direct Visit,New Customer,Tuesday,18:30
Patrick Hooper,contrerasjames@example.org,Wedding,2024-10-28,2024-10,2356.86,Canada,Credit Card,Google Search,New Customer,Saturday,17:00
Christopher Wilcox,davidmurray@example.net,Portrait,2024-07-02,2024-07,210.51,United States,PayPal,Facebook,New Customer,Friday,13:00
Amanda Swanson,michaelsherman@example.com,Wedding,2024-09-19,2024-09,1962.74,Canada,PayPal,Instagram,New Customer,Saturday,19:00
Michael Bass,thomassmith@example.com,Wedding,2025-02-07,2025-02,2568.64,Canada,Credit Card,Direct Visit,Business Client,Saturday,19:00
Ryan Fisher,duranjason@example.org,Wedding,2024-04-20,2024-04,2509.97,Canada,Credit Card,Referral,Returning Customer,Saturday,17:00
Michael Martin,olivia29@example.net,Portrait,2024-09-06,2024-09,260.55,United States,Credit Card,Direct Visit,Business Client,Tuesday,16:30
Jerry Jackson,qramirez@example.net,Event,2024-12-05,2024-12,451.54,United States,Bank Transfer,Facebook,New Customer,Sunday,12:00
Patricia Smith,xphillips@example.net,Wedding,2024-06-25,2024-06,1936.02,United States,Apple Pay,Instagram,Returning Customer,Saturday,19:00
Kevin Hogan,rachelhall@example.net,Wedding,2024-09-25,2024-09,2569.6,Canada,Cash,Google Search,New Customer,Saturday,17:00
Kristin Foster,brianwhite@example.org,Event,2024-10-20,2024-10,1118.27,Canada,Bank Transfer,Instagram,New Customer,Thursday,15:00
Anthony Garrison,allenandrea@example.com,Product,2025-01-25,2025-01,355.92,United States,Apple Pay,Email Campaign,Returning Customer,Tuesday,10:00
Dean Dunn,bradleyhenry@example.org,Portrait,2024-10-17,2024-10,198.93,Canada,Credit Card,Instagram,New Customer,Monday,18:30
