Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Janet Evans,edwardsjames@example.org,Real Estate,2024-05-20,2024-05,Chicago,Illinois,United States,507.94,Apple Pay,Google Search,New Customer,Monday,11:00
Nicole Cole,deborahturner@example.org,Event,2024-06-25,2024-06,Montreal,Quebec,Canada,983.0,Bank Transfer,Direct Visit,New Customer,Thursday,12:00
Stephanie King,dowens@example.com,Wedding,2024-05-30,2024-05,Edmonton,Alberta,Canada,2917.22,Apple Pay,Referral,New Customer,Friday,17:00
Jason Williams,pennylivingston@example.com,Event,2025-02-24,2025-02,Tampa,Florida,United States,572.73,Bank Transfer,Facebook,Occasional Buyer,Sunday,19:00
Theodore Eaton,smiller@example.com,Real Estate,2024-08-22,2024-08,Buffalo,New York,United States,135.91,PayPal,Facebook,New Customer,Tuesday,13:30
Amanda Jarvis,vjones@example.org,Event,2025-02-02,2025-02,San Francisco,California,United States,1220.72,Cash,Facebook,New Customer,Friday,15:00
Alexandra Garcia,brian83@example.net,Event,2024-07-30,2024-07,Albany,New York,United States,1059.41,Credit Card,Referral,New Customer,Sunday,12:00
Jamie Lindsey,ureed@example.com,Event,2024-10-15,2024-10,Springfield,Illinois,United States,439.29,PayPal,Instagram,Business Client,Sunday,19:00
Laurie Stephenson,ghamilton@example.org,Real Estate,2024-08-20,2024-08,Fredericton,New Brunswick,Canada,244.85,PayPal,Direct Visit,New Customer,Wednesday,13:30
Nicole Hunter,sarahgray@example.net,Event,2024-12-07,2024-12,Cambridge,Massachusetts,United States,641.64,Bank Transfer,Direct Visit,New Customer,Thursday,12:00
Madison Thomas,christopherreyes@example.com,Portrait,2024-12-25,2024-12,Spokane,Washington,United States,190.01,Bank Transfer,Direct Visit,Returning Customer,Monday,16:30
Adam Anderson,ahudson@example.org,Portrait,2024-06-27,2024-06,Orlando,Florida,United States,181.32,PayPal,Facebook,New Customer,Monday,18:30
Wanda Clark,martinbenjamin@example.net,Product,2024-09-11,2024-09,Little Rock,Arkansas,United States,359.21,Bank Transfer,Referral,New Customer,Wednesday,12:00
John Zavala,qwilson@example.com,Wedding,2024-10-01,2024-10,Little Rock,Arkansas,United States,2471.81,Bank Transfer,Referral,New Customer,Saturday,17:00
Nicholas Watson,qsosa@example.net,Wedding,2025-01-30,2025-01,Halifax,Nova Scotia,Canada,1443.71,Apple Pay,Referral,New Customer,Saturday,11:00
Robin Rivera,alison98@example.net,Portrait,2024-10-29,2024-10,Dallas,Texas,United States,301.08,Credit Card,Direct Visit,Occasional Buyer,Monday,16:30
Stephanie Perez,hamiltonjoseph@example.net,Wedding,2024-07-19,2024-07,Los Angeles,California,United States,1944.37,Credit Card,Google Search,Business Client,Sunday,11:00
Wendy Williams,laurie41@example.org,Real Estate,2024-07-27,2024-07,Boston,Massachusetts,United States,395.81,Bank Transfer,Email Campaign,Returning Customer,Friday,11:00
Colleen Blanchard,gstein@example.net,Product,2024-10-28,2024-10,Houston,Texas,United States,200.72,PayPal,Email Campaign,Business Client,Friday,14:00
Patrick Barnes,kerry32@example.net,Real Estate,2024-10-23,2024-10,Springfield,Illinois,United States,412.25,Cash,Instagram,New Customer,Friday,11:00
Andrea Edwards,grahamlisa@example.org,Wedding,2024-10-01,2024-10,Toronto,Ontario,Canada,2272.32,PayPal,Email Campaign,Occasional Buyer,Saturday,19:00
Felicia Wood,joe76@example.net,Event,2024-09-06,2024-09,Edmonton,Alberta,Canada,363.19,Credit Card,Direct Visit,Returning Customer,Friday,12:00
David Sanchez,matthewharper@example.net,Wedding,2024-06-25,2024-06,Ottawa,Ontario,Canada,1946.9,Bank Transfer,Google Search,New Customer,Friday,19:00
Bradley Hogan,hernandezroy@example.org,Wedding,2024-08-23,2024-08,Miami,Florida,United States,2120.19,Apple Pay,Instagram,New Customer,Friday,19:00
Melissa Hernandez,smithgregory@example.org,Portrait,2025-03-15,2025-03,Little Rock,Arkansas,United States,225.77,PayPal,Instagram,New Customer,Wednesday,10:00
Meghan Hull,elizabeth10@example.org,Event,2024-07-23,2024-07,Albany,New York,United States,606.36,PayPal,Direct Visit,New Customer,Friday,15:00
Andrew Aguilar,mendezlori@example.org,Real Estate,2025-02-28,2025-02,Fredericton,New Brunswick,Canada,472.39,Apple Pay,Instagram,New Customer,Tuesday,11:00
Samantha Henry,brittney98@example.org,Real Estate,2025-01-21,2025-01,Little Rock,Arkansas,United States,155.3,PayPal,Direct Visit,New Customer,Tuesday,11:00
Austin Obrien,eric81@example.com,Real Estate,2025-02-06,2025-02,Springfield,Illinois,United States,224.16,Apple Pay,Referral,Returning Customer,Thursday,13:30
Amanda Phelps,heatherpatrick@example.com,Portrait,2024-11-15,2024-11,Toronto,Ontario,Canada,471.32,Cash,Facebook,New Customer,Tuesday,10:00
Matthew Briggs,proman@example.com,Event,2025-03-22,2025-03,San Francisco,California,United States,877.21,Bank Transfer,Direct Visit,Returning Customer,Saturday,15:00
Joel Warner,millerbriana@example.org,Event,2024-12-07,2024-12,Ottawa,Ontario,Canada,540.25,Cash,Direct Visit,New Customer,Sunday,19:00
Mrs. Miranda Campbell MD,beth76@example.com,Event,2024-06-01,2024-06,Halifax,Nova Scotia,Canada,267.1,PayPal,Referral,New Customer,Saturday,15:00
Terri Arnold,sharon37@example.net,Event,2024-05-22,2024-05,Cambridge,Massachusetts,United States,593.68,Apple Pay,Facebook,New Customer,Friday,15:00
Corey Jones,randalllinda@example.com,Portrait,2024-04-20,2024-04,Victoria,British Columbia,Canada,365.77,Cash,Instagram,Business Client,Friday,18:30
Mr. James Fletcher MD,lisamcgee@example.net,Event,2024-06-15,2024-06,Fredericton,New Brunswick,Canada,529.63,Bank Transfer,Facebook,New Customer,Sunday,19:00
Thomas Knight,adrianlogan@example.com,Wedding,2024-09-09,2024-09,Fredericton,New Brunswick,Canada,1850.59,Credit Card,Referral,Returning Customer,Saturday,11:00
Dr. Charles Henson,williamsimpson@example.com,Wedding,2024-09-07,2024-09,Montreal,Quebec,Canada,2291.56,Cash,Email Campaign,New Customer,Saturday,17:00
Jennifer Townsend,jennifer95@example.com,Portrait,2025-03-06,2025-03,New York City,New York,United States,346.68,PayPal,Google Search,Business Client,Tuesday,13:00
Dr. Jonathan Clark,erin84@example.net,Stock Photo License,2024-04-09,2024-04,Kansas City,Missouri,United States,22.61,PayPal,Direct Visit,Occasional Buyer,Friday,17:00
Leslie House,ryandodson@example.org,Portrait,2024-08-28,2024-08,Boise,Idaho,United States,174.92,Credit Card,Referral,Returning Customer,Tuesday,10:00
Kimberly Ryan,vwilliams@example.org,Wedding,2024-09-21,2024-09,Miami,Florida,United States,2162.07,Bank Transfer,Direct Visit,New Customer,Friday,17:00
Rebecca Wells,mhickman@example.net,Wedding,2024-09-04,2024-09,Seattle,Washington,United States,2910.92,PayPal,Direct Visit,New Customer,Friday,17:00
Kevin Cole,patricia03@example.net,Event,2024-07-01,2024-07,Ottawa,Ontario,Canada,532.98,Cash,Facebook,New Customer,Sunday,12:00
Derek Schmidt,walkerlorraine@example.org,Portrait,2025-03-05,2025-03,Kansas City,Missouri,United States,272.94,Bank Transfer,Google Search,New Customer,Monday,10:00
Tyler Lang,amanda86@example.org,Event,2024-08-31,2024-08,Springfield,Illinois,United States,415.94,Credit Card,Google Search,New Customer,Friday,12:00
Rebecca Bowman,kayla07@example.net,Wedding,2024-10-08,2024-10,Seattle,Washington,United States,2380.03,Credit Card,Email Campaign,Occasional Buyer,Saturday,14:00
Donna Wilson,saraprice@example.net,Wedding,2024-06-25,2024-06,Austin,Texas,United States,2993.65,Apple Pay,Google Search,Occasional Buyer,Saturday,14:00
Christina Cohen,murphyjohn@example.com,Product,2024-08-06,2024-08,Vancouver,British Columbia,Canada,320.53,Cash,Instagram,New Customer,Thursday,14:00
Paul Scott,emily62@example.com,Event,2024-04-15,2024-04,Fredericton,New Brunswick,Canada,894.65,Bank Transfer,Google Search,New Customer,Sunday,19:00
Brent Huynh,whitney81@example.org,Wedding,2024-06-21,2024-06,Edmonton,Alberta,Canada,1879.08,Credit Card,Referral,New Customer,Sunday,19:00
Sarah Smith,camerontownsend@example.com,Event,2025-04-02,2025-04,Los Angeles,California,United States,670.38,Credit Card,Google Search,New Customer,Saturday,19:00
Jerry Martinez,edixon@example.net,Wedding,2025-03-27,2025-03,Spokane,Washington,United States,2844.19,Apple Pay,Google Search,Returning Customer,Saturday,14:00
Heather Davis,paullopez@example.com,Wedding,2024-11-18,2024-11,Buffalo,New York,United States,3272.6,Apple Pay,Direct Visit,Occasional Buyer,Saturday,19:00
Lisa Montes,gayfrancis@example.com,Portrait,2024-12-29,2024-12,Miami,Florida,United States,190.61,PayPal,Email Campaign,New Customer,Wednesday,16:30
Kimberly Mendoza,anthony66@example.org,Portrait,2024-06-05,2024-06,Boise,Idaho,United States,305.46,Cash,Email Campaign,New Customer,Tuesday,18:30
Jennifer Jackson,vayala@example.net,Stock Photo License,2025-01-28,2025-01,Chicago,Illinois,United States,67.54,Cash,Instagram,Occasional Buyer,Wednesday,15:00
Cristina Sandoval DVM,dgrant@example.com,Portrait,2024-05-02,2024-05,Tampa,Florida,United States,342.9,Bank Transfer,Instagram,Business Client,Monday,10:00
Steven Johnson,adamkelly@example.net,Portrait,2024-08-03,2024-08,Boston,Massachusetts,United States,391.24,Cash,Google Search,New Customer,Friday,13:00
Jennifer Monroe,michelle12@example.org,Stock Photo License,2025-03-15,2025-03,Calgary,Alberta,Canada,25.99,Apple Pay,Google Search,Business Client,Wednesday,17:00
Audrey Taylor,jspencer@example.net,Portrait,2024-11-11,2024-11,Albany,New York,United States,419.78,PayPal,Direct Visit,Occasional Buyer,Wednesday,13:00
Robert Hartman,john86@example.com,Event,2025-01-11,2025-01,Kansas City,Missouri,United States,533.82,Bank Transfer,Email Campaign,Business Client,Friday,12:00
Todd Ortega,heathercabrera@example.org,Portrait,2024-04-22,2024-04,Spokane,Washington,United States,359.88,PayPal,Referral,Occasional Buyer,Monday,10:00
Vicki Hester,charles44@example.com,Event,2024-07-19,2024-07,Vancouver,British Columbia,Canada,1179.29,PayPal,Referral,Business Client,Sunday,15:00
Mrs. Michelle Kane,coxcody@example.com,Stock Photo License,2024-04-16,2024-04,New York City,New York,United States,30.04,Apple Pay,Direct Visit,New Customer,Friday,15:00
Caleb Ray,halljoshua@example.net,Product,2025-01-14,2025-01,Fredericton,New Brunswick,Canada,506.24,Credit Card,Instagram,New Customer,Tuesday,10:00
Angela Marquez,rebecca41@example.com,Wedding,2025-01-09,2025-01,Little Rock,Arkansas,United States,2442.15,Cash,Email Campaign,Business Client,Saturday,19:00
Thomas Fisher,joseph02@example.org,Wedding,2025-01-08,2025-01,Boise,Idaho,United States,2535.19,Credit Card,Email Campaign,New Customer,Saturday,19:00
April Vance,harrisonmichael@example.net,Event,2024-05-12,2024-05,Little Rock,Arkansas,United States,913.13,Credit Card,Email Campaign,Occasional Buyer,Friday,15:00
Todd Jacobson,christopherjackson@example.net,Product,2024-05-17,2024-05,Boston,Massachusetts,United States,856.54,Apple Pay,Email Campaign,New Customer,Tuesday,10:00
Ashley Burnett,trobinson@example.org,Product,2025-03-10,2025-03,Idaho Falls,Idaho,United States,244.22,Apple Pay,Direct Visit,Returning Customer,Wednesday,14:00
Sharon Hicks,hsmith@example.com,Real Estate,2024-06-08,2024-06,Albany,New York,United States,274.92,Cash,Referral,Returning Customer,Tuesday,13:30
Sarah Vasquez,brianclark@example.net,Event,2024-11-05,2024-11,Little Rock,Arkansas,United States,614.75,Bank Transfer,Direct Visit,Returning Customer,Sunday,19:00
Eileen Taylor,sbartlett@example.com,Portrait,2024-08-28,2024-08,Springfield,Illinois,United States,321.0,Bank Transfer,Google Search,Business Client,Wednesday,16:30
Belinda Fisher,hsmith@example.com,Event,2024-07-08,2024-07,Boston,Massachusetts,United States,506.27,PayPal,Facebook,Business Client,Saturday,15:00
Melissa Ray,coffeyjohn@example.net,Event,2024-11-10,2024-11,Halifax,Nova Scotia,Canada,278.71,Bank Transfer,Direct Visit,Returning Customer,Saturday,12:00
Dr. Monique Sutton MD,joshuarodriguez@example.org,Stock Photo License,2024-04-22,2024-04,Little Rock,Arkansas,United States,48.31,Credit Card,Referral,Business Client,Friday,17:00
Sandra Smith,petersonsergio@example.org,Portrait,2024-12-02,2024-12,Little Rock,Arkansas,United States,309.2,Cash,Facebook,New Customer,Thursday,13:00
Sheila Nguyen,hgray@example.net,Portrait,2024-12-29,2024-12,Halifax,Nova Scotia,Canada,239.33,Credit Card,Referral,Business Client,Tuesday,16:30
Shannon Thomas,qgomez@example.net,Event,2024-07-17,2024-07,San Francisco,California,United States,465.7,Cash,Google Search,Business Client,Sunday,15:00
Donald Williams Jr.,ymoore@example.org,Event,2024-07-05,2024-07,Orlando,Florida,United States,877.73,Apple Pay,Direct Visit,New Customer,Thursday,15:00
Christina Rodriguez,donald42@example.com,Wedding,2025-01-06,2025-01,Houston,Texas,United States,2567.4,PayPal,Instagram,New Customer,Saturday,11:00
Phillip Brown,pbailey@example.org,Stock Photo License,2025-01-14,2025-01,St. Louis,Missouri,United States,35.4,PayPal,Instagram,New Customer,Monday,17:00
Desiree Woods,enelson@example.org,Portrait,2024-09-19,2024-09,Victoria,British Columbia,Canada,227.59,Bank Transfer,Google Search,New Customer,Tuesday,16:30
Richard Brewer,jrobinson@example.net,Wedding,2024-09-15,2024-09,Chicago,Illinois,United States,2952.87,Cash,Google Search,New Customer,Saturday,19:00
Derek Wood,hannah48@example.com,Event,2024-11-28,2024-11,Calgary,Alberta,Canada,939.33,Bank Transfer,Email Campaign,New Customer,Saturday,15:00
Keith Dyer,rachelking@example.org,Wedding,2025-01-06,2025-01,Vancouver,British Columbia,Canada,2004.38,Cash,Facebook,New Customer,Saturday,14:00
Kristi Austin,courtneymadden@example.org,Real Estate,2025-01-10,2025-01,Edmonton,Alberta,Canada,499.6,Credit Card,Direct Visit,Returning Customer,Monday,09:30
Randy Carrillo,abradley@example.com,Stock Photo License,2024-06-01,2024-06,Halifax,Nova Scotia,Canada,27.51,Bank Transfer,Google Search,New Customer,Monday,15:00
Eric Duran,heather49@example.org,Product,2024-06-17,2024-06,Houston,Texas,United States,743.81,PayPal,Email Campaign,Business Client,Friday,14:00
Toni Cunningham,cody79@example.org,Wedding,2024-11-24,2024-11,Cambridge,Massachusetts,United States,2803.43,Bank Transfer,Facebook,New Customer,Saturday,11:00
Scott Kelly,amandasnyder@example.com,Wedding,2025-02-27,2025-02,Edmonton,Alberta,Canada,2954.29,Cash,Google Search,New Customer,Saturday,17:00
Billy Cunningham,jessedelacruz@example.org,Product,2025-03-24,2025-03,Idaho Falls,Idaho,United States,280.36,Cash,Instagram,Returning Customer,Tuesday,12:00
Nancy Garcia,ohiggins@example.net,Wedding,2024-09-25,2024-09,Springfield,Illinois,United States,2279.32,Cash,Direct Visit,New Customer,Saturday,14:00
Andrew Smith,rmartinez@example.net,Product,2024-06-25,2024-06,Dallas,Texas,United States,537.68,PayPal,Instagram,New Customer,Tuesday,14:00
Daniel Peterson,cheryldavis@example.com,Portrait,2024-11-09,2024-11,St. Louis,Missouri,United States,224.81,Cash,Email Campaign,Occasional Buyer,Friday,10:00
Lori Hodges,alvarezjoshua@example.org,Event,2025-01-22,2025-01,Buffalo,New York,United States,546.46,Apple Pay,Instagram,New Customer,Thursday,12:00
Abigail Wilkinson,lauraclay@example.org,Event,2024-12-04,2024-12,Spokane,Washington,United States,1325.57,PayPal,Email Campaign,New Customer,Thursday,15:00
Tammy Ramirez,whorton@example.com,Real Estate,2024-05-10,2024-05,Tampa,Florida,United States,394.08,Apple Pay,Instagram,Returning Customer,Monday,13:30
Patrick Hooper,contrerasjames@example.org,Wedding,2024-10-28,2024-10,Little Rock,Arkansas,United States,2358.88,Credit Card,Instagram,New Customer,Saturday,19:00
Christopher Wilcox,davidmurray@example.net,Wedding,2024-07-02,2024-07,San Diego,California,United States,2061.58,Cash,Email Campaign,New Customer,Saturday,19:00
Amanda Swanson,michaelsherman@example.com,Wedding,2024-09-19,2024-09,San Francisco,California,United States,2807.39,PayPal,Direct Visit,Occasional Buyer,Saturday,19:00
Michael Bass,thomassmith@example.com,Wedding,2025-02-07,2025-02,Miami,Florida,United States,2490.35,Credit Card,Instagram,New Customer,Friday,11:00
Ryan Fisher,duranjason@example.org,Wedding,2024-04-20,2024-04,San Francisco,California,United States,3066.64,PayPal,Email Campaign,Business Client,Saturday,17:00
Michael Martin,olivia29@example.net,Portrait,2024-09-06,2024-09,San Diego,California,United States,387.78,Bank Transfer,Referral,New Customer,Monday,18:30
Jerry Jackson,qramirez@example.net,Portrait,2024-12-05,2024-12,St. Louis,Missouri,United States,173.72,Bank Transfer,Referral,New Customer,Friday,18:30
Patricia Smith,xphillips@example.net,Portrait,2024-06-25,2024-06,Calgary,Alberta,Canada,352.62,Cash,Facebook,New Customer,Friday,16:30
Kevin Hogan,rachelhall@example.net,Wedding,2024-09-25,2024-09,San Francisco,California,United States,3428.78,PayPal,Direct Visit,New Customer,Saturday,19:00
Kristin Foster,brianwhite@example.org,Wedding,2024-10-20,2024-10,San Diego,California,United States,3233.96,Credit Card,Email Campaign,Returning Customer,Saturday,19:00
Anthony Garrison,allenandrea@example.com,Wedding,2025-01-25,2025-01,Buffalo,New York,United States,2414.88,Apple Pay,Referral,New Customer,Friday,11:00
Dean Dunn,bradleyhenry@example.org,Real Estate,2024-10-17,2024-10,Boston,Massachusetts,United States,164.57,Bank Transfer,Referral,Occasional Buyer,Thursday,11:00
Melissa Davis,colleenjones@example.net,Wedding,2024-05-29,2024-05,St. Louis,Missouri,United States,2017.86,PayPal,Facebook,New Customer,Saturday,11:00
Philip Murray,victoria50@example.org,Event,2024-11-25,2024-11,Orlando,Florida,United States,543.05,Credit Card,Direct Visit,Returning Customer,Sunday,12:00
Patricia Vazquez,millerfrederick@example.net,Event,2025-01-13,2025-01,Halifax,Nova Scotia,Canada,654.56,Credit Card,Referral,New Customer,Thursday,19:00
Angela Lee,gonzalespatricia@example.net,Product,2025-01-28,2025-01,Cambridge,Massachusetts,United States,313.99,Cash,Referral,Returning Customer,Tuesday,10:00
Nicole Jacobs,vanessaedwards@example.net,Real Estate,2024-08-21,2024-08,San Francisco,California,United States,154.93,Cash,Direct Visit,Returning Customer,Tuesday,09:30
