Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment
Katherine Webster,doneal@example.net,Wedding,2024-07-22,2024-07,Boise,Idaho,United States,2512.78,Bank Transfer,Google Search,New Customer
Larry Higgins,hwalton@example.com,Wedding,2025-03-19,2025-03,Chicago,Illinois,United States,2552.58,Apple Pay,Facebook,Occasional Buyer
Beth Johnson,greenemichael@example.com,Wedding,2024-06-08,2024-06,Quebec City,Quebec,Canada,2872.96,PayPal,Referral,New Customer
Janet Evans,edwardsjames@example.org,Event,2024-05-20,2024-05,Chicago,Illinois,United States,1129.85,Cash,Referral,Returning Customer
Nicole Cole,deborahturner@example.org,Portrait,2024-06-25,2024-06,St. Louis,Missouri,United States,228.56,Credit Card,Instagram,New Customer
Stephanie King,dowens@example.com,Product,2024-05-30,2024-05,Winnipeg,Manitoba,Canada,375.69,Credit Card,Referral,New Customer
Jason Williams,pennylivingston@example.com,Wedding,2025-02-24,2025-02,Los Angeles,California,United States,2026.3,PayPal,Direct Visit,New Customer
Theodore Eaton,smiller@example.com,Portrait,2024-08-22,2024-08,Boise,Idaho,United States,133.79,PayPal,Facebook,New Customer
Amanda Jarvis,vjones@example.org,Wedding,2025-02-02,2025-02,Cambridge,Massachusetts,United States,1914.58,Credit Card,Email Campaign,Business Client
Alexandra Garcia,brian83@example.net,Product,2024-07-30,2024-07,Kansas City,Missouri,United States,568.39,Credit Card,Email Campaign,Business Client
Jamie Lindsey,ureed@example.com,Wedding,2024-10-15,2024-10,Dallas,Texas,United States,2131.72,Bank Transfer,Instagram,New Customer
Laurie Stephenson,ghamilton@example.org,Real Estate,2024-08-20,2024-08,Chicago,Illinois,United States,226.74,Cash,Facebook,Business Client
Nicole Hunter,sarahgray@example.net,Wedding,2024-12-07,2024-12,Boston,Massachusetts,United States,3155.21,PayPal,Instagram,New Customer
Madison Thomas,christopherreyes@example.com,Product,2024-12-25,2024-12,Winnipeg,Manitoba,Canada,619.97,PayPal,Email Campaign,New Customer
Adam Anderson,ahudson@example.org,Portrait,2024-06-27,2024-06,Idaho Falls,Idaho,United States,175.17,Apple Pay,Facebook,New Customer
Wanda Clark,martinbenjamin@example.net,Wedding,2024-09-11,2024-09,Little Rock,Arkansas,United States,2447.17,Cash,Referral,New Customer
John Zavala,qwilson@example.com,Portrait,2024-10-01,2024-10,Spokane,Washington,United States,277.43,PayPal,Google Search,Occasional Buyer
Nicholas Watson,qsosa@example.net,Wedding,2025-01-30,2025-01,Edmonton,Alberta,Canada,1550.6,Bank Transfer,Email Campaign,Business Client
Robin Rivera,alison98@example.net,Stock Photo License,2024-10-29,2024-10,Orlando,Florida,United States,71.42,Credit Card,Instagram,Returning Customer
Stephanie Perez,hamiltonjoseph@example.net,Event,2024-07-19,2024-07,Boston,Massachusetts,United States,1177.46,Credit Card,Referral,Returning Customer
Wendy Williams,laurie41@example.org,Portrait,2024-07-27,2024-07,Ottawa,Ontario,Canada,352.98,Bank Transfer,Referral,Business Client
Colleen Blanchard,gstein@example.net,Stock Photo License,2024-10-28,2024-10,Boise,Idaho,United States,32.9,Bank Transfer,Email Campaign,Business Client
Patrick Barnes,kerry32@example.net,Portrait,2024-10-23,2024-10,Springfield,Illinois,United States,274.58,PayPal,Facebook,Business Client
Andrea Edwards,grahamlisa@example.org,Wedding,2024-10-01,2024-10,Little Rock,Arkansas,United States,2242.79,Cash,Google Search,New Customer
Felicia Wood,joe76@example.net,Real Estate,2024-09-06,2024-09,St. Louis,Missouri,United States,239.2,PayPal,Google Search,Returning Customer
David Sanchez,matthewharper@example.net,Wedding,2024-06-25,2024-06,Quebec City,Quebec,Canada,2975.23,Apple Pay,Instagram,New Customer
Bradley Hogan,hernandezroy@example.org,Portrait,2024-08-23,2024-08,Albany,New York,United States,299.35,Apple Pay,Email Campaign,New Customer
Melissa Hernandez,smithgregory@example.org,Wedding,2025-03-15,2025-03,Little Rock,Arkansas,United States,1302.09,Bank Transfer,Google Search,Returning Customer
Meghan Hull,elizabeth10@example.org,Portrait,2024-07-23,2024-07,Little Rock,Arkansas,United States,240.26,Cash,Email Campaign,New Customer
Andrew Aguilar,mendezlori@example.org,Product,2025-02-28,2025-02,San Francisco,California,United States,773.53,Apple Pay,Direct Visit,Returning Customer
Samantha Henry,brittney98@example.org,Product,2025-01-21,2025-01,Buffalo,New York,United States,308.29,Apple Pay,Facebook,Business Client
Austin Obrien,eric81@example.com,Event,2025-02-06,2025-02,Boston,Massachusetts,United States,913.82,Apple Pay,Google Search,Returning Customer
Amanda Phelps,heatherpatrick@example.com,Portrait,2024-11-15,2024-11,San Francisco,California,United States,240.42,Credit Card,Instagram,Occasional Buyer
Matthew Briggs,proman@example.com,Event,2025-03-22,2025-03,Quebec City,Quebec,Canada,1090.38,PayPal,Instagram,New Customer
Joel Warner,millerbriana@example.org,Portrait,2024-12-07,2024-12,Victoria,British Columbia,Canada,329.51,Bank Transfer,Google Search,Business Client
Mrs. Miranda Campbell MD,beth76@example.com,Product,2024-06-01,2024-06,Tampa,Florida,United States,765.72,Cash,Google Search,New Customer
Terri Arnold,sharon37@example.net,Wedding,2024-05-22,2024-05,Buffalo,New York,United States,2302.68,PayPal,Referral,Returning Customer
Corey Jones,randalllinda@example.com,Portrait,2024-04-20,2024-04,Houston,Texas,United States,272.97,Cash,Facebook,New Customer
Mr. James Fletcher MD,lisamcgee@example.net,Event,2024-06-15,2024-06,Winnipeg,Manitoba,Canada,264.08,Bank Transfer,Instagram,New Customer
Thomas Knight,adrianlogan@example.com,Wedding,2024-09-09,2024-09,Spokane,Washington,United States,2969.06,Cash,Google Search,Returning Customer
Dr. Charles Henson,williamsimpson@example.com,Wedding,2024-09-07,2024-09,Dallas,Texas,United States,2789.14,Bank Transfer,Direct Visit,New Customer
Jennifer Townsend,jennifer95@example.com,Wedding,2025-03-06,2025-03,Fredericton,New Brunswick,Canada,2384.12,Credit Card,Direct Visit,New Customer
Dr. Jonathan Clark,erin84@example.net,Portrait,2024-04-09,2024-04,Idaho Falls,Idaho,United States,297.65,Apple Pay,Instagram,New Customer
Leslie House,ryandodson@example.org,Wedding,2024-08-28,2024-08,Dallas,Texas,United States,2377.46,Cash,Instagram,New Customer
Kimberly Ryan,vwilliams@example.org,Stock Photo License,2024-09-21,2024-09,Buffalo,New York,United States,77.09,Credit Card,Instagram,Returning Customer
Rebecca Wells,mhickman@example.net,Wedding,2024-09-04,2024-09,St. Louis,Missouri,United States,2407.39,Credit Card,Instagram,Returning Customer
Kevin Cole,patricia03@example.net,Portrait,2024-07-01,2024-07,San Francisco,California,United States,291.89,Credit Card,Instagram,Business Client
Derek Schmidt,walkerlorraine@example.org,Stock Photo License,2025-03-05,2025-03,Little Rock,Arkansas,United States,56.62,Bank Transfer,Email Campaign,Business Client
Tyler Lang,amanda86@example.org,Real Estate,2024-08-31,2024-08,Miami,Florida,United States,163.05,PayPal,Instagram,Occasional Buyer
Rebecca Bowman,kayla07@example.net,Real Estate,2024-10-08,2024-10,Tampa,Florida,United States,543.24,Cash,Google Search,Occasional Buyer
Donna Wilson,saraprice@example.net,Wedding,2024-06-25,2024-06,Winnipeg,Manitoba,Canada,2334.48,Credit Card,Instagram,New Customer
Christina Cohen,murphyjohn@example.com,Stock Photo License,2024-08-06,2024-08,Edmonton,Alberta,Canada,35.26,Apple Pay,Instagram,New Customer
Paul Scott,emily62@example.com,Real Estate,2024-04-15,2024-04,Ottawa,Ontario,Canada,564.36,PayPal,Instagram,New Customer
Brent Huynh,whitney81@example.org,Stock Photo License,2024-06-21,2024-06,San Diego,California,United States,65.76,Cash,Google Search,New Customer
Sarah Smith,camerontownsend@example.com,Real Estate,2025-04-02,2025-04,Buffalo,New York,United States,300.96,Apple Pay,Direct Visit,Returning Customer
Jerry Martinez,edixon@example.net,Wedding,2025-03-27,2025-03,Vancouver,British Columbia,Canada,2948.3,Cash,Email Campaign,Business Client
Heather Davis,paullopez@example.com,Real Estate,2024-11-18,2024-11,New York City,New York,United States,387.23,Bank Transfer,Direct Visit,New Customer
Lisa Montes,gayfrancis@example.com,Portrait,2024-12-29,2024-12,Kansas City,Missouri,United States,220.92,Cash,Google Search,New Customer
Kimberly Mendoza,anthony66@example.org,Event,2024-06-05,2024-06,Edmonton,Alberta,Canada,756.93,PayPal,Instagram,Occasional Buyer
Jennifer Jackson,vayala@example.net,Wedding,2025-01-28,2025-01,Albany,New York,United States,2720.11,Apple Pay,Instagram,Returning Customer
Cristina Sandoval DVM,dgrant@example.com,Wedding,2024-05-02,2024-05,Idaho Falls,Idaho,United States,2461.36,Apple Pay,Facebook,New Customer
Steven Johnson,adamkelly@example.net,Stock Photo License,2024-08-03,2024-08,Boise,Idaho,United States,43.15,Bank Transfer,Instagram,New Customer
Jennifer Monroe,michelle12@example.org,Wedding,2025-03-15,2025-03,Quebec City,Quebec,Canada,2826.38,PayPal,Instagram,Business Client
Audrey Taylor,jspencer@example.net,Portrait,2024-11-11,2024-11,San Francisco,California,United States,384.32,Cash,Google Search,Returning Customer
Robert Hartman,john86@example.com,Real Estate,2025-01-11,2025-01,Boston,Massachusetts,United States,259.75,Credit Card,Direct Visit,Business Client
Todd Ortega,heathercabrera@example.org,Stock Photo License,2024-04-22,2024-04,Boston,Massachusetts,United States,89.35,Apple Pay,Facebook,New Customer
Vicki Hester,charles44@example.com,Portrait,2024-07-19,2024-07,Little Rock,Arkansas,United States,281.86,PayPal,Facebook,Returning Customer
Mrs. Michelle Kane,coxcody@example.com,Stock Photo License,2024-04-16,2024-04,Seattle,Washington,United States,30.5,PayPal,Referral,Returning Customer
Caleb Ray,halljoshua@example.net,Wedding,2025-01-14,2025-01,San Francisco,California,United States,2769.22,PayPal,Google Search,Business Client
Angela Marquez,rebecca41@example.com,Wedding,2025-01-09,2025-01,St. Louis,Missouri,United States,1458.45,Credit Card,Referral,New Customer
Thomas Fisher,joseph02@example.org,Wedding,2025-01-08,2025-01,Chicago,Illinois,United States,2338.32,Cash,Instagram,New Customer
April Vance,harrisonmichael@example.net,Real Estate,2024-05-12,2024-05,Calgary,Alberta,Canada,572.51,PayPal,Direct Visit,Returning Customer
Todd Jacobson,christopherjackson@example.net,Real Estate,2024-05-17,2024-05,Orlando,Florida,United States,570.03,Apple Pay,Email Campaign,New Customer
Ashley Burnett,trobinson@example.org,Product,2025-03-10,2025-03,Seattle,Washington,United States,778.58,Credit Card,Direct Visit,New Customer
Sharon Hicks,hsmith@example.com,Real Estate,2024-06-08,2024-06,Little Rock,Arkansas,United States,218.36,Bank Transfer,Google Search,Occasional Buyer
Sarah Vasquez,brianclark@example.net,Portrait,2024-11-05,2024-11,Little Rock,Arkansas,United States,297.65,Bank Transfer,Facebook,New Customer
Eileen Taylor,sbartlett@example.com,Real Estate,2024-08-28,2024-08,Seattle,Washington,United States,388.36,Bank Transfer,Instagram,New Customer
Belinda Fisher,hsmith@example.com,Portrait,2024-07-08,2024-07,San Diego,California,United States,205.48,Bank Transfer,Email Campaign,Returning Customer
Melissa Ray,coffeyjohn@example.net,Event,2024-11-10,2024-11,Chicago,Illinois,United States,456.86,Credit Card,Email Campaign,New Customer
Dr. Monique Sutton MD,joshuarodriguez@example.org,Wedding,2024-04-22,2024-04,St. Louis,Missouri,United States,2525.73,Credit Card,Instagram,Business Client
Sandra Smith,petersonsergio@example.org,Product,2024-12-02,2024-12,Ottawa,Ontario,Canada,491.36,Apple Pay,Google Search,New Customer
Sheila Nguyen,hgray@example.net,Real Estate,2024-12-29,2024-12,Little Rock,Arkansas,United States,417.95,Bank Transfer,Referral,New Customer
Shannon Thomas,qgomez@example.net,Wedding,2024-07-17,2024-07,Los Angeles,California,United States,3401.03,Credit Card,Google Search,New Customer
Donald Williams Jr.,ymoore@example.org,Event,2024-07-05,2024-07,Kansas City,Missouri,United States,549.56,PayPal,Facebook,Business Client
Christina Rodriguez,donald42@example.com,Wedding,2025-01-06,2025-01,Spokane,Washington,United States,2531.32,Bank Transfer,Direct Visit,Returning Customer
Phillip Brown,pbailey@example.org,Portrait,2025-01-14,2025-01,Springfield,Illinois,United States,229.06,Cash,Google Search,New Customer
Desiree Woods,enelson@example.org,Portrait,2024-09-19,2024-09,San Diego,California,United States,279.42,Credit Card,Google Search,Occasional Buyer
Richard Brewer,jrobinson@example.net,Portrait,2024-09-15,2024-09,Buffalo,New York,United States,384.38,Bank Transfer,Google Search,Returning Customer
Derek Wood,hannah48@example.com,Event,2024-11-28,2024-11,Little Rock,Arkansas,United States,490.83,Credit Card,Facebook,Occasional Buyer
Keith Dyer,rachelking@example.org,Wedding,2025-01-06,2025-01,Buffalo,New York,United States,2937.52,Bank Transfer,Referral,Occasional Buyer
Kristi Austin,courtneymadden@example.org,Real Estate,2025-01-10,2025-01,Boston,Massachusetts,United States,619.9,Credit Card,Email Campaign,New Customer
Randy Carrillo,abradley@example.com,Event,2024-06-01,2024-06,Vancouver,British Columbia,Canada,491.38,Cash,Referral,New Customer
Eric Duran,heather49@example.org,Wedding,2024-06-17,2024-06,Springfield,Illinois,United States,2264.84,Bank Transfer,Facebook,New Customer
Toni Cunningham,cody79@example.org,Wedding,2024-11-24,2024-11,St. Louis,Missouri,United States,1668.1,Apple Pay,Instagram,New Customer
Scott Kelly,amandasnyder@example.com,Product,2025-02-27,2025-02,Toronto,Ontario,Canada,812.52,Cash,Email Campaign,New Customer
Billy Cunningham,jessedelacruz@example.org,Real Estate,2025-03-24,2025-03,Winnipeg,Manitoba,Canada,481.75,Apple Pay,Email Campaign,New Customer
Nancy Garcia,ohiggins@example.net,Event,2024-09-25,2024-09,St. Louis,Missouri,United States,458.61,Bank Transfer,Direct Visit,Occasional Buyer
Andrew Smith,rmartinez@example.net,Product,2024-06-25,2024-06,Chicago,Illinois,United States,544.66,Bank Transfer,Referral,New Customer
Daniel Peterson,cheryldavis@example.com,Product,2024-11-09,2024-11,Halifax,Nova Scotia,Canada,289.66,Apple Pay,Instagram,Returning Customer
Lori Hodges,alvarezjoshua@example.org,Event,2025-01-22,2025-01,Idaho Falls,Idaho,United States,747.68,Cash,Instagram,New Customer
Abigail Wilkinson,lauraclay@example.org,Real Estate,2024-12-04,2024-12,Spokane,Washington,United States,632.22,Cash,Instagram,New Customer
Tammy Ramirez,whorton@example.com,Product,2024-05-10,2024-05,Orlando,Florida,United States,410.37,Apple Pay,Google Search,Business Client
Patrick Hooper,contrerasjames@example.org,Real Estate,2024-10-28,2024-10,Boston,Massachusetts,United States,462.98,Bank Transfer,Referral,New Customer
Christopher Wilcox,davidmurray@example.net,Real Estate,2024-07-02,2024-07,Cambridge,Massachusetts,United States,535.25,Credit Card,Direct Visit,New Customer
Amanda Swanson,michaelsherman@example.com,Portrait,2024-09-19,2024-09,St. Louis,Missouri,United States,181.29,Bank Transfer,Direct Visit,Returning Customer
Michael Bass,thomassmith@example.com,Portrait,2025-02-07,2025-02,Buffalo,New York,United States,353.81,Credit Card,Direct Visit,Business Client
Ryan Fisher,duranjason@example.org,Event,2024-04-20,2024-04,Spokane,Washington,United States,388.25,Bank Transfer,Email Campaign,New Customer
Michael Martin,olivia29@example.net,Portrait,2024-09-06,2024-09,Fredericton,New Brunswick,Canada,268.08,Bank Transfer,Referral,New Customer
Jerry Jackson,qramirez@example.net,Wedding,2024-12-05,2024-12,Buffalo,New York,United States,3248.93,Cash,Google Search,New Customer
Patricia Smith,xphillips@example.net,Wedding,2024-06-25,2024-06,San Diego,California,United States,2463.35,Bank Transfer,Facebook,Returning Customer
Kevin Hogan,rachelhall@example.net,Portrait,2024-09-25,2024-09,Little Rock,Arkansas,United States,196.3,Bank Transfer,Referral,Occasional Buyer
Kristin Foster,brianwhite@example.org,Product,2024-10-20,2024-10,Springfield,Illinois,United States,529.74,Bank Transfer,Facebook,Business Client
Anthony Garrison,allenandrea@example.com,Product,2025-01-25,2025-01,Spokane,Washington,United States,916.46,Cash,Instagram,New Customer
Dean Dunn,bradleyhenry@example.org,Wedding,2024-10-17,2024-10,Chicago,Illinois,United States,2857.02,Bank Transfer,Google Search,Occasional Buyer
Melissa Davis,colleenjones@example.net,Event,2024-05-29,2024-05,Vancouver,British Columbia,Canada,533.39,Cash,Instagram,Returning Customer
Philip Murray,victoria50@example.org,Portrait,2024-11-25,2024-11,Dallas,Texas,United States,231.75,Apple Pay,Direct Visit,New Customer
Patricia Vazquez,millerfrederick@example.net,Real Estate,2025-01-13,2025-01,Halifax,Nova Scotia,Canada,451.93,Cash,Referral,New Customer
Angela Lee,gonzalespatricia@example.net,Real Estate,2025-01-28,2025-01,Boston,Massachusetts,United States,232.44,Cash,Referral,Returning Customer
Nicole Jacobs,vanessaedwards@example.net,Event,2024-08-21,2024-08,Boise,Idaho,United States,844.26,Bank Transfer,Instagram,Returning Customer
Maria Goodwin,erik82@example.net,Real Estate,2024-05-20,2024-05,Spokane,Washington,United States,379.42,PayPal,Referral,New Customer
Donna Boyd,hernandezmadison@example.com,Wedding,2024-12-08,2024-12,Winnipeg,Manitoba,Canada,1900.99,Cash,Facebook,Returning Customer
Emily Harrison,cmcdonald@example.net,Wedding,2024-10-08,2024-10,Buffalo,New York,United States,3024.64,Apple Pay,Facebook,New Customer
