Customer Name,Email,Photo Type,Purchase Date,Price USD,City,State/Province,Country,Payment Method,Shoot Day,Shoot Time
Amy Hayes,dmartin@example.com,Product,2025-03-15,363.18,Lake Kimberly,Florida,United States,e-Transfer,Wednesday,12:00
Christine Wiggins DDS,nnunez@example.org,Event,2025-01-31,862.92,East Megan,Illinois,United States,Cash,Thursday,19:00
Madison Ware,dthompson@example.org,Portrait (Studio),2024-07-07,175.23,Mcculloughland,Wisconsin,United States,Cash,Thursday,11:00
Benjamin Moore,jamesperez@example.net,Portrait (Studio),2024-06-02,155.64,Tammyville,Saskatchewan,Canada,e-Transfer,Wednesday,15:00
Kyle Chase,wnguyen@example.net,Wedding,2025-03-18,3206.62,West Rachael,Missouri,United States,Cash,Saturday,17:00
Brandon Williams DDS,margaret20@example.net,Engagement,2025-03-02,455.96,South Stephaniefort,Alberta,Canada,Credit Card,Friday,17:00
Benjamin Anderson,hhuber@example.com,Real Estate,2025-03-10,385.06,Port Destinyview,British Columbia,Canada,Credit Card,Monday,13:30
Kim Wright,michael72@example.net,Wedding,2024-12-11,1977.5,West Tarachester,Illinois,United States,PayPal,Saturday,17:00
Troy Ross,ngallagher@example.com,Real Estate,2024-11-04,430.37,Lake Peter,Georgia,United States,e-Transfer,Wednesday,13:30
Jordan Cunningham,matthewwalker@example.com,Wedding,2024-12-09,3053.02,East Marioborough,Ontario,Canada,Cash,Saturday,11:00
Lauren Franklin,eadams@example.org,Real Estate,2025-01-12,400.93,Port Seanport,Quebec,Canada,e-Transfer,Monday,13:30
Jeffrey Montgomery,asmith@example.net,Headshot,2025-01-19,110.44,Hendersonport,Virginia,United States,e-Transfer,Monday,15:00
Harold Williamson,richard18@example.org,Event,2025-01-26,573.08,Parkerfort,California,United States,PayPal,Friday,12:00
Ryan Stone,jamie98@example.net,Real Estate,2024-05-17,351.09,Danielmouth,Missouri,United States,e-Transfer,Thursday,13:30
Deborah Stewart,elizabethrobertson@example.com,Wedding,2025-02-22,2090.39,Cartershire,Saskatchewan,Canada,Cash,Saturday,14:00
Victoria Martin,susanwilliams@example.com,Real Estate,2024-07-23,172.35,Tammieville,British Columbia,Canada,PayPal,Thursday,09:30
Roy Howard,carrilloaaron@example.net,Portrait (Studio),2024-11-03,259.13,North Maryburgh,Florida,United States,Cash,Monday,11:00
John Estrada,christinedoyle@example.com,Wedding,2025-02-07,1722.39,Port Elizabeth,Georgia,United States,Credit Card,Friday,11:00
Timothy West,rose00@example.org,Wedding,2024-04-24,1330.31,New Michaelbury,New Jersey,United States,Venmo,Saturday,17:00
Stephen Osborne,deanna05@example.com,Real Estate,2024-07-24,368.98,Jenniferfurt,Wisconsin,United States,e-Transfer,Tuesday,11:00
Veronica Ortega,ryan90@example.net,Event,2025-01-11,891.82,Katrinaborough,Manitoba,Canada,PayPal,Thursday,12:00
Shawn Lara,rodriguezkaren@example.com,Event,2024-08-22,934.73,Lake Davidfort,Saskatchewan,Canada,e-Transfer,Saturday,12:00
Wayne Anderson,longjoshua@example.com,Portrait (Studio),2025-03-23,345.05,North Jerryport,Indiana,United States,Venmo,Wednesday,17:00
Todd Gray,darrylkent@example.net,Portrait (Studio),2024-11-12,324.44,Cardenasstad,Virginia,United States,e-Transfer,Friday,11:00
Cathy Wyatt,lynchmartin@example.org,Headshot,2025-03-15,337.64,Taylorchester,Ohio,United States,PayPal,Thursday,15:00
Eric Lester,amber55@example.net,Product,2024-06-28,589.17,Scotttown,New York,United States,Venmo,Tuesday,12:00
Sabrina Ferguson,adam12@example.com,Headshot,2024-08-07,304.09,Nguyenville,Massachusetts,United States,e-Transfer,Tuesday,11:00
Shannon Carlson,figueroapreston@example.net,Wedding,2024-06-14,1248.97,Jefferyburgh,Manitoba,Canada,Cash,Friday,17:00
Richard Thomas,bsimpson@example.com,Portrait (Studio),2024-10-21,356.79,Port Carlosfort,Nova Scotia,Canada,Cash,Monday,11:00
Michael Spencer,henrybarnett@example.org,Event,2024-12-13,316.96,New Michael,Ontario,Canada,PayPal,Sunday,15:00
Brian Shaw,frichardson@example.com,Engagement,2024-05-02,313.8,Donaldmouth,Michigan,United States,Credit Card,Thursday,17:00
Amber Parker,greenshawn@example.com,Real Estate,2024-09-27,409.94,Sabrinahaven,Nova Scotia,Canada,e-Transfer,Monday,13:30
Elizabeth Russo,daniel71@example.com,Product,2024-11-06,488.99,Daniellestad,Saskatchewan,Canada,Cash,Tuesday,10:00
Lindsey Johnson,tracyferguson@example.org,Product,2024-06-18,342.4,Gonzalezport,Saskatchewan,Canada,e-Transfer,Monday,10:00
Melissa Allen,ronaldjohnson@example.com,Product,2024-10-10,595.9,South Christopher,Manitoba,Canada,e-Transfer,Friday,12:00
Robert Castillo,sgonzalez@example.net,Engagement,2024-09-14,488.09,Port Robin,Illinois,United States,Credit Card,Thursday,17:00
Jeremy Torres,marie35@example.net,Portrait (Studio),2024-06-29,349.9,Gabriellemouth,Missouri,United States,Venmo,Wednesday,11:00
Michael Lopez,molly71@example.net,Portrait (Studio),2024-09-30,292.77,North Williamville,British Columbia,Canada,e-Transfer,Monday,17:00
Leah Brown,jeffrey62@example.net,Headshot,2024-11-15,162.63,Mahoneyshire,Michigan,United States,Cash,Friday,11:00
Taylor Williams,norrisdaniel@example.net,Headshot,2024-11-11,180.25,Pamelachester,Alberta,Canada,Credit Card,Wednesday,11:00
Taylor Wall,frank18@example.net,Event,2024-09-04,307.98,Timothyshire,Saskatchewan,Canada,PayPal,Thursday,15:00
Jean Fitzgerald,christine97@example.net,Event,2024-08-21,352.73,Rebeccaburgh,Ontario,Canada,Cash,Thursday,15:00
Reginald Henry,karen28@example.net,Engagement,2024-05-18,277.4,New Renee,Quebec,Canada,PayPal,Wednesday,15:00
Julie Ryan,wilkinskevin@example.net,Headshot,2024-06-15,143.62,East Douglasmouth,Georgia,United States,Credit Card,Friday,17:00
Garrett Carpenter,ruth45@example.org,Headshot,2025-01-22,109.63,Roachmouth,Ontario,Canada,PayPal,Friday,15:00
Kelly Myers,millerjessica@example.net,Wedding,2024-04-18,3388.92,South Tyler,Virginia,United States,Cash,Sunday,17:00
Bradley Sanchez,fflowers@example.com,Headshot,2025-03-19,111.18,Karenside,Florida,United States,Cash,Tuesday,15:00
Lisa Stark,marthagriffin@example.net,Event,2024-04-25,401.86,Barbaratown,New Jersey,United States,Cash,Thursday,12:00
Lauren Walker,christopher58@example.net,Portrait (Studio),2025-01-07,357.28,Dylanchester,British Columbia,Canada,PayPal,Thursday,11:00
Maureen Lee,vsmith@example.org,Wedding,2024-05-22,1951.04,Woodwardtown,Saskatchewan,Canada,e-Transfer,Friday,17:00
Tyler Patel,pparker@example.com,Event,2024-08-13,1148.23,Port Breanna,Pennsylvania,United States,Venmo,Saturday,19:00
Melissa Murphy,foleyjennifer@example.org,Wedding,2024-07-20,1869.01,Lake Ronald,Wisconsin,United States,PayPal,Saturday,11:00
Benjamin Cooper,wharris@example.com,Product,2024-05-29,290.9,East Kevinmouth,Quebec,Canada,Cash,Friday,14:00
Linda Carroll,michaellindsey@example.org,Product,2024-12-21,412.21,Millerstad,Florida,United States,PayPal,Tuesday,12:00
Mark Carter,christophercook@example.com,Real Estate,2025-02-02,311.33,Amychester,Manitoba,Canada,Credit Card,Friday,13:30
Gregory Wiley,jamesjohn@example.net,Product,2024-11-18,545.32,New Tony,Saskatchewan,Canada,Cash,Monday,14:00
John Bryant,amyfisher@example.net,Portrait (Studio),2024-08-24,217.3,Port William,New Jersey,United States,PayPal,Friday,15:00
Bradley Aguirre,casey61@example.org,Product,2025-02-28,495.44,West Robinport,British Columbia,Canada,Credit Card,Wednesday,10:00
Christine Nichols,robert40@example.com,Headshot,2025-03-26,160.26,Haleymouth,Virginia,United States,Cash,Thursday,15:00
John Lewis,douglas63@example.com,Real Estate,2024-05-27,149.05,East Elizabethside,Manitoba,Canada,PayPal,Wednesday,13:30
Joseph Riley,laura09@example.com,Event,2024-11-04,1007.67,West Cynthiaview,Missouri,United States,PayPal,Friday,19:00
Shannon Hopkins,hudsonglen@example.net,Product,2025-01-12,559.17,South Tylerview,Wisconsin,United States,Venmo,Friday,14:00
Derrick Flores,daniel35@example.net,Product,2025-01-06,279.1,Sheenahaven,Arizona,United States,e-Transfer,Wednesday,10:00
Derek Gonzalez,jshaffer@example.org,Real Estate,2025-01-21,493.63,Taylorfort,Pennsylvania,United States,e-Transfer,Friday,11:00
Pamela Johnson,stacey98@example.net,Wedding,2025-03-03,1583.57,Combsview,Illinois,United States,Credit Card,Saturday,19:00
Paul Nixon,jessicalewis@example.com,Product,2025-01-11,344.14,Harrisfort,Indiana,United States,Cash,Tuesday,10:00
Mitchell Jacobs,mcmahonmichael@example.net,Event,2025-02-04,1113.83,Smithview,Saskatchewan,Canada,PayPal,Saturday,12:00
Jennifer Bailey,tarabradshaw@example.org,Headshot,2024-12-03,173.35,Costaburgh,Texas,United States,Credit Card,Wednesday,15:00
Lisa Ramsey,shannon20@example.com,Headshot,2025-01-10,330.18,Port Molly,Saskatchewan,Canada,Cash,Thursday,15:00
Sara Nelson,erikwatson@example.org,Portrait (Studio),2025-02-09,339.42,North Brianfort,Maryland,United States,Cash,Tuesday,17:00
Mark Thomas,amy70@example.net,Wedding,2024-12-31,1550.19,North Christineport,Alberta,Canada,e-Transfer,Saturday,17:00
Dr. Laura Harris,nathanielbraun@example.com,Event,2025-01-23,459.05,Hernandezfurt,Michigan,United States,e-Transfer,Saturday,12:00
Melissa Nunez,robertrodriguez@example.net,Portrait (Studio),2024-04-26,162.07,West Alexis,British Columbia,Canada,e-Transfer,Friday,17:00
Michael Lewis,ismith@example.com,Event,2024-09-19,586.72,West Patrick,Ohio,United States,e-Transfer,Friday,12:00
Andrew Wheeler,peterlang@example.net,Real Estate,2024-05-27,225.74,North Sarah,Virginia,United States,Venmo,Friday,11:00
Alexandra Marshall,anthony17@example.org,Engagement,2024-05-27,235.57,Jamesside,Quebec,Canada,PayPal,Wednesday,15:00
Ann Goodwin,penageorge@example.org,Portrait (Studio),2024-05-17,384.8,North Laurenborough,Georgia,United States,Venmo,Wednesday,17:00
Bill Price,jacobjohnson@example.com,Engagement,2024-08-01,228.79,Knighthaven,California,United States,Cash,Friday,17:00
Mrs. Carol Morton DVM,dflowers@example.com,Wedding,2024-07-29,3407.67,Juliaville,Tennessee,United States,Credit Card,Saturday,14:00
Olivia Carter,isaiahthomas@example.net,Portrait (Studio),2024-08-31,200.79,Brownberg,Manitoba,Canada,PayPal,Friday,15:00
Debra Miller,aguilarkevin@example.com,Product,2025-01-25,354.23,West Herbert,Massachusetts,United States,e-Transfer,Monday,14:00
Christine White,leslie32@example.com,Event,2024-09-04,536.75,Warefurt,Virginia,United States,Credit Card,Friday,15:00
Allison Arellano,josephcooper@example.net,Headshot,2024-08-17,298.33,Morrisonport,Indiana,United States,Venmo,Monday,15:00
Brian Contreras,stephanie89@example.org,Portrait (Studio),2024-06-09,263.37,Danielton,New Jersey,United States,Credit Card,Friday,17:00
Michele Oconnor PhD,jscott@example.com,Event,2025-01-22,390.39,Fernandezfurt,California,United States,PayPal,Saturday,12:00
Anthony Smith,larry40@example.net,Engagement,2025-01-07,375.9,Martinezmouth,North Carolina,United States,e-Transfer,Tuesday,17:00
Vanessa Rodriguez,henrychristine@example.net,Engagement,2024-05-25,345.35,Nicholsonside,British Columbia,Canada,PayPal,Tuesday,17:00
Omar Gallagher,philliphayden@example.net,Engagement,2024-05-24,390.43,Turnerton,California,United States,e-Transfer,Monday,17:00
Joshua Hicks,shane08@example.org,Wedding,2024-05-20,2328.59,Port Mark,Arizona,United States,Venmo,Saturday,14:00
Miguel Smith,cuevasjames@example.net,Real Estate,2024-10-04,264.51,Floreschester,Alberta,Canada,PayPal,Friday,09:30
April Clark,aaronsmith@example.net,Portrait (Studio),2024-10-14,360.17,Port Alexis,Alberta,Canada,Cash,Wednesday,17:00
Jennifer Allen,salazaraaron@example.net,Real Estate,2024-11-03,255.71,Port Kelly,Georgia,United States,Credit Card,Thursday,11:00
Allison Friedman,cruzkaren@example.net,Product,2024-06-02,493.77,North Johnnyfurt,Quebec,Canada,Cash,Thursday,12:00
Jesus Decker,nsingh@example.org,Wedding,2024-08-28,1605.25,East Gina,Saskatchewan,Canada,Cash,Sunday,11:00
Sharon Kelley,ycooke@example.org,Headshot,2024-04-22,132.01,Kevinland,Saskatchewan,Canada,PayPal,Thursday,15:00
Melinda Wright,zamorajennifer@example.org,Wedding,2025-03-22,1869.14,New Lisashire,Missouri,United States,Venmo,Saturday,19:00
Matthew Peters,heather58@example.org,Portrait (Studio),2025-01-10,318.75,North Alexandraland,Alberta,Canada,Cash,Thursday,15:00
David Abbott,jonesjames@example.org,Portrait (Studio),2024-07-18,378.09,Edwardtown,New Jersey,United States,Credit Card,Wednesday,15:00
Kenneth Harper,brandi46@example.com,Portrait (Studio),2024-09-16,261.91,Johnsonmouth,Missouri,United States,PayPal,Tuesday,17:00
Mathew Smith,jasmineryan@example.org,Product,2024-12-16,431.38,North Brianberg,Quebec,Canada,Credit Card,Friday,14:00
Linda Wang,hernandezpamela@example.org,Headshot,2024-04-20,105.28,East Denise,British Columbia,Canada,Credit Card,Thursday,11:00
Michael Conway MD,dana36@example.com,Headshot,2024-06-05,112.3,Vincentland,Pennsylvania,United States,Cash,Tuesday,15:00
Edward Moore,riddleann@example.org,Event,2024-10-26,1073.75,West Wendy,Virginia,United States,Venmo,Friday,15:00
Teresa Fuller,michael04@example.net,Event,2025-02-19,494.05,Danielville,California,United States,Cash,Friday,12:00
Kyle Robinson,ronald00@example.org,Wedding,2024-05-24,2353.45,Wilsonton,Michigan,United States,Venmo,Friday,11:00
Brandon Koch,jamesstrong@example.net,Wedding,2025-01-02,1729.01,New Douglas,North Carolina,United States,Credit Card,Friday,14:00
Matthew Baker,alexander66@example.com,Product,2024-06-29,502.82,Jonesland,Nova Scotia,Canada,Credit Card,Thursday,10:00
Elizabeth Thompson,tiffanybarnes@example.org,Wedding,2025-02-13,1369.95,Larryton,California,United States,Cash,Friday,19:00
Brandon Young,victor34@example.com,Real Estate,2025-02-11,469.21,Patricktown,Quebec,Canada,e-Transfer,Monday,13:30
Angela Kidd,frankstewart@example.org,Product,2025-01-07,295.68,Jimmyside,Michigan,United States,Venmo,Friday,14:00
Jennifer Hatfield,tboone@example.com,Event,2025-03-16,482.4,Port Stephen,Alberta,Canada,e-Transfer,Saturday,19:00
Billy House,ahenson@example.net,Event,2024-09-16,383.76,Cisnerosberg,Alberta,Canada,e-Transfer,Sunday,19:00
Ronald Bates,fowlermichael@example.org,Headshot,2024-09-06,233.3,Kristyport,Tennessee,United States,e-Transfer,Tuesday,15:00
Wendy Beltran,joeshields@example.org,Portrait (Studio),2024-07-29,340.68,Port Williamhaven,Maryland,United States,Credit Card,Monday,15:00
Theresa Hernandez,krystal64@example.net,Event,2025-01-03,994.09,Jessicafurt,Manitoba,Canada,Credit Card,Sunday,15:00
Carolyn Booker,laurie11@example.org,Headshot,2024-12-09,177.65,Frankview,New York,United States,Cash,Tuesday,17:00
Kim Ford,vincentroy@example.com,Engagement,2024-06-29,262.3,Schroederside,Florida,United States,PayPal,Thursday,17:00
Misty Rice,brenda68@example.org,Event,2025-04-06,854.84,Vincenthaven,Texas,United States,e-Transfer,Sunday,19:00
Brett Garcia,whiteeugene@example.com,Portrait (Studio),2024-07-30,252.96,Greentown,New Jersey,United States,Cash,Wednesday,11:00
Allen Erickson,collinsjulie@example.net,Real Estate,2024-09-10,274.48,Christopherburgh,Missouri,United States,e-Transfer,Monday,11:00
Maria Wagner,archerjames@example.org,Real Estate,2025-04-08,309.93,South Douglas,Saskatchewan,Canada,Cash,Tuesday,11:00
Leslie Munoz,millerlindsey@example.org,Real Estate,2025-03-17,330.83,North Brooke,Saskatchewan,Canada,Credit Card,Monday,09:30
Bruce Rodriguez,ladkins@example.com,Event,2025-01-11,414.55,West Samantha,Pennsylvania,United States,PayPal,Thursday,12:00
Nina Henson,kathleencase@example.net,Event,2024-12-25,1082.77,Williamsville,Alberta,Canada,PayPal,Thursday,12:00
Dominique Spence,vunderwood@example.com,Headshot,2025-03-11,300.79,Lake Williamville,Alberta,Canada,Credit Card,Thursday,11:00
George Martin,johnsonsandra@example.net,Portrait (Studio),2024-10-18,179.4,North Jamiemouth,Manitoba,Canada,e-Transfer,Wednesday,17:00
Richard George,espinozataylor@example.com,Real Estate,2024-05-16,458.03,Millstown,Illinois,United States,Venmo,Friday,13:30
Julie Davenport,patriciarhodes@example.net,Real Estate,2024-11-25,380.31,New Hannahville,Manitoba,Canada,e-Transfer,Friday,13:30
Kimberly Washington,billyjohns@example.net,Event,2025-02-17,716.59,Kingfort,Pennsylvania,United States,Cash,Saturday,19:00
Nathan Dunn,steven80@example.org,Headshot,2024-06-09,307.35,East Laurenside,Quebec,Canada,PayPal,Monday,15:00
Randy Lewis,kmaynard@example.org,Event,2024-08-28,360.34,Elizabethport,Ohio,United States,Credit Card,Thursday,15:00
Sarah Green,zsmith@example.com,Real Estate,2024-12-13,294.27,Port Victoriafurt,Manitoba,Canada,PayPal,Monday,09:30
Samuel Rocha,heidi21@example.com,Wedding,2024-04-28,2006.04,Carlville,Saskatchewan,Canada,Credit Card,Saturday,14:00
Jasmine Smith,robinsonmichael@example.net,Engagement,2024-10-16,282.37,Port Richardport,British Columbia,Canada,Cash,Thursday,17:00
Daniel Adkins,harveymichelle@example.net,Portrait (Studio),2024-05-28,290.28,Patriciaburgh,New York,United States,PayPal,Tuesday,11:00
Eric Rodriguez,zburke@example.org,Portrait (Studio),2025-01-30,194.58,Wesleybury,Indiana,United States,Cash,Friday,11:00
Jacob Jones,wcortez@example.net,Headshot,2024-10-26,291.51,Micheleton,Nova Scotia,Canada,Cash,Wednesday,17:00
Danielle Contreras,jesse81@example.org,Engagement,2024-04-09,250.43,Wolfefurt,Wisconsin,United States,PayPal,Tuesday,11:00
Jennifer Mack,tracywilkins@example.net,Engagement,2025-01-21,249.45,Port Davidview,Texas,United States,PayPal,Monday,15:00
Patrick Rocha,taylorkaylee@example.com,Real Estate,2025-03-06,426.75,West Thomasside,British Columbia,Canada,e-Transfer,Thursday,13:30
Jacob Hart,petersonjordan@example.com,Real Estate,2025-02-14,408.8,Lindsayberg,Alberta,Canada,Cash,Tuesday,13:30
Nicholas Smith,kristin65@example.com,Headshot,2024-09-09,218.62,Port Emilymouth,Manitoba,Canada,Credit Card,Wednesday,17:00
Jeremy Johnson,bruceporter@example.org,Real Estate,2024-08-18,440.03,Mcdonaldton,Saskatchewan,Canada,PayPal,Tuesday,13:30
Margaret Hall,robinsontommy@example.com,Product,2025-04-01,346.76,Karenfort,Saskatchewan,Canada,Credit Card,Thursday,12:00
Benjamin Turner,janice26@example.org,Real Estate,2024-06-06,461.91,Port Jacobmouth,Virginia,United States,e-Transfer,Wednesday,09:30
Melinda Powell,patricialopez@example.net,Product,2025-02-07,451.52,West Jordan,Washington,United States,Venmo,Thursday,10:00
Jeremy Stafford,douglasdougherty@example.net,Engagement,2024-06-22,479.96,South Robertview,British Columbia,Canada,PayPal,Monday,11:00
Jennifer Butler,michaelmartinez@example.net,Wedding,2024-09-12,2548.23,Jaredside,Manitoba,Canada,Credit Card,Saturday,17:00
Melissa Salinas,ogarza@example.org,Real Estate,2024-04-29,223.75,Lawsonchester,Alberta,Canada,Credit Card,Wednesday,13:30
Gregory Johnson,thomaslane@example.net,Headshot,2024-05-08,276.07,Kimberlybury,Maryland,United States,Credit Card,Wednesday,17:00
David Smith,erinrojas@example.com,Product,2024-09-19,473.11,Caitlynmouth,Alberta,Canada,PayPal,Thursday,14:00
Mr. David Graham Jr.,allenkimberly@example.com,Event,2024-05-31,974.94,Portermouth,Ontario,Canada,PayPal,Thursday,12:00
Ryan Gibson,henrymccarthy@example.org,Headshot,2025-03-19,284.05,South Jason,Nova Scotia,Canada,Credit Card,Tuesday,11:00
Sara Greer,hsimmons@example.com,Wedding,2024-05-17,2219.77,South Dakota,Missouri,United States,Venmo,Friday,17:00
Stephen Watson,joseph86@example.net,Product,2024-10-27,237.38,North Kimberly,New Jersey,United States,Venmo,Friday,14:00
